,review_title,text,rating
483,Take care Saru💞🌹...sorry...I love u,This is what is wrong with us...we watch full avengers series for years spent lot of money n time on fiction ...something so beautifully made with heart just misses our eyes...a must watch...💞💞💞💞 perfect ...love it...forever...sorry...thank you...Saru..💞🌹 love you..TCS,10
484,For true filmy,"Best romantic/musical movie of the decade
Pure acting pure emotion pure relation.....
If you love to watching romantic movies
Then must watch................. 😍😍😍😍😍",8
485,A heart warming story!!,"This is so far the best romantic movie in 2015 from bollywood! Though the plot is expectable....the performances delivered by the actors is marvelous. The two lead roles are new comers but the truly showed their talent...I was really attracted towards their acting. The movie is well crafted and well directed. Kudos to the director for giving us such a great romantic story. The movie shows the importance of relations...the relation between a father and his daughter. This movie also tells us that we should be believe in our loved ones and never to judge them based on other peoples' sayings... The most important thing the dialogue which was told by the female lead is really coool!!! So, if any one is looking for good if not good better than good family entertainer than I would suggest them to watch this movie!!!",8
486,Sanam Teri kasam! A movie that leaves you teary eyed,"Saraswati (Mawra Hocane) delivered a powerhouse performance in this movie.Sanam Teri kasam talks about love and it's associated pain. You can't see this movie from beginning to end without being sentimental and emotional...
This is one of the best movies to come out if India in 2016, I was shocked by it's performance at the box office, anyways, people don't really value good things.Good works from all the casts, directors, and crews.Jai Hind.",10
487,Hearttouching and Emotional.,"Out of all heart touching and emotional love stories, I found this one to be really very much touching. The performances were splendid. And the storyline itself is a gem. From dad son emotion to acting upon somebody's loss everything went like a rolar coaster ride. I personally loved it so would highly recommend it. Do give it a watch.",9
488,Masterpiece,What a Film i am addicted of the songs of this movie. The first Half is little bit slow but the second half Outstanding The Background score was amazing don't forget to watch this movie. One of the Best Romantic Film of Bollywood.,8
489,One of the Intense and Emotional Movie of Bollywood,"Sanam Teri Kasam is an intense love story of two diametrically opposite people; Saraswathy Parthsarthy aka Saru (Mawra Hocane), a Tamilian Brahmin and her wealthy neighbour Inder (Harshwardhan Rane). While Saru is a bespectacled plain Jane, who works in a library, Inder is a cynical rebel who lives life in the fast lane.Leading a sheltered life, under the aegis of her strict disciplinarian father, her marriage is the biggest bone of contention in her family as she is always rejected owing to her dowdy appearance and staid personality. One day, in her desperate attempt to transform herself, Saru inadvertently changes her destiny.With a well-written screenplay and powerful performances by the debutant duo in Bollywood, the film tugs at your emotional chords and makes you empathize with Saru and her plight. Their love story is credible and their on screen chemistry is strong and tangible.The dialogues befitting the characters who mouth them, are not the regular clichés in a love story and offer depth to the narration.Harshvardhan Rane as Inder, delivers a controlled and poised performance, giving vent to his angst, love, frustrations and sorrow with restraint. He lights up the screen with his strong and well-chiselled physique and emotes superbly through his eyes. He is equally at ease as the silent lover, as he is in an emotional outburst.Mawra Hocane, the Pakistani VJ, model and actor, is a delight to watch as Saru. She slips into the demure character with ease and her get-up certainly adds to her persona. She is confident and her innocence is endearing. You are one with her in her unrequited love, as also in her hour of grief.Manish Choudhari as Saru's stern father essays his role competently and brings alive the character of the Tamil Brahmin authoritarian patriarch on screen. Murli Sharma as the policeman who is a sucker for love stories performs well too. Anurag Sinha as Abhimanyu Shastry, Saru's colleague and crush, offers a sincere portrayal.The powerful background score is apt and uplifts the tenor of the scenes. The music by Himesh Reshammiya is soulful and one of the highlights of the film. The songs are penned well and bring out the mood of the film, especially Haal-e-dil and Bewajaah. The only unwarranted song is perhaps the one picturised on Vijay Raaz.With brilliant production values, Sanam Teri Kasam manages to draw you into the lives of Saru and Inder and moistens your eyes too.Perhaps it is the last fifteen minutes of the film, which drags a bit and given the few cinematic liberties that the directors have taken, becomes a little mawkish. Else, theirs is a love story that will touch your heart without a doubt.",10
490,A saga of unconditional love with pure emotions,"A story which will make u feel emotional and will make u cry each and every minute.A good background music, tremendous acting and mind-blowing direction that will make u love Ur loved ones more than before.I love this movie and I m damn sure u will. A big hatsoff to 'Sanam Teri kasam '...",9
491,This story depicts that even beautiful women face hardships.. Heart Melting .,"I loved the way they have shown the struggles of a woman who is as beautiful as an angel, yet no-one sees the beauty of her nature and heart; bound by family and values; grounded like. Inder (HarshVardhan Rane) is the perfect depiction of a man that every girl would dream of- Loving, Intense, Protective, Caring. Many such movies are needed in today's time to teach us what love really is. Its more about keeping the needs of the person you love before yours. People must watch this if they know the true meaning of love. This movie has struck the chords of our hearts. Excellent work by Mawra and Harsh. You both have intense chemistry on screen. Kudos to the entire team. Good Luck.",10
492,ANTHRAX 2001,"I think the film was quite well done.  It couldn't have been done at a better time.  With the way things are in the world today, we could all learn some valuable lessons from this film.  If we just take notice and stop and think before we jump to conclusions, things could be a lot better.",7
493,Absolutely worst Spanish movie ever,"As I work in the Spanish movie industry I got a ticket for the premiere screening of ""Plauto"", which doesn't excuse my bad choice of ever having bothered to see the movie, yet gives the reason for it. Having said that I cannot comment on the story as such as it was virtually non existent, I still do not know what is was all about. So artistically speaking crap direction, acting etc. Technically speaking the worst lightning, color grading, camera work, special effects, well actually all you could do wrong with a film is accomplished to its worst in this flick. Do not bother seeing it. Watch any film, any, and you won't be as disappointed as watching this piece of... P.S The worst ever video to film pull-up ever done. So it's not even 35 mil we are talking about.",1
494,It's about what you're expecting.,"What you're promised: a group of roller derby girls and a few guys crash at a abandoned, haunted insane asylum. Oooh, creepy.What you get: many shots of girls wearing very little clothing, a killer ghost, and quite a few scenes of people walking down hallways in an abandoned building. Also, a bit of digging around in old filing cabinets, scanning documents that say ""CLASSIFIED"".Does it live up to the promises? Sure. Some of the girls even put on Rollerblades. There's a bit of hurried exposition that explains the mystery of the haunted asylum, but I wasn't paying enough attention, so I never really learned what was going on. It doesn't bother me. I can live without knowing the secret of this nameless asylum.This was a pretty generic movie. The acting was pretty decent, even good at times, but the writing and directing never impressed me. It's not like it was especially bad or anything, but they never went anywhere more creative or interesting than your average haunted house movie. Along with the lack of atmosphere or tension, that makes for a bit of a lame horror movie. While exploitative in nature, this movie is curiously inhibited, with no real gratuitous nudity or gore, though there's a voyeuristic strip scene and a few quick shots of mutilated corpses. So, in the end, I'm left wondering to whom this movie was intended. It's not gratuitous enough for exploitation fans, and it's too tame for horror fans. The leads are obviously too old (mid-to-late 20s) to appeal to teenagers, and it doesn't seem to work very well as a mystery, either. Does that mean it's a bad movie? No, certainly not. But that does keep it from being very memorable. It can't hurt to watch this movie, if you find it on a streaming service, like Netflix, but I wouldn't actually waste the time otherwise.",5
495,DEATH TO THE DIAMOND DIVAS,"The credits roll with an alternative music sound track (REM type music). The movie has that 70's slasher feel to it. A van full of roller derby babes and a few guys are traveling in the Pacific NW when they come across a wreaked car. They pick up the young couple (never old people) and head down the road only to find a gate/fence is crossing the highway. The group jumps the fence only to find the proverbial abandoned mental institution (where bad things used to happen) out in the middle of zero bars on my cell phone country. Sarah ""Crash"" smashes a window with her aluminum baseball bat because she decides they might as well spend the night there as they can't all sleep in the van which BTW is very low on gas. They quickly discover they are not alone, there is a psycho there named Roxy who tries to kill Crash, then cowers in fright. As the group tries to figure out what is going on, they foolishly separate etc. etc.Some nice legs in shorts roller skate around. Movie drops the f-bomb, has brief simulated oral sex, and no nudity.Not the worse horror movie out there. If you want to do a theme horror movie night of abandoned mental institutions, you might use this one as a warm up.",5
496,Room 33 leaves me wondering.,"What exactly was this movie about? How is it that a lunatic can project a demonic father figure into reality to kill people by smudging their eyes out with goo? (I know it was supposed to be an effect of tearing eyes out but it really looked more like a smudging to me.) The ""monster"" in this movie was really rather annoying and came off like some sort of ""euro-trash-thug-demon"" more than a scary supernatural presence. How exactly a former government LSD scientist became this ghastly presence in the old hospital is beyond my comprehension, or perhaps it just wasn't clearly stated in the story? I liked the main cast being a roller derby team of smokin' chicks, the fact that none of them show any skin is a little weak. They couldn't even deliver the cheap thrills in this plot hole ridden flick. I just kept watching in the hopes that the story would eventually make some sense, but alas, no such luck.",3
497,Waste-of-time independent horror with a clichéd asylum setting,"The only surprising thing about this laughable no-budget horror film is the praise it has received online. Having just finished watching it, I can report that ROOM 33 is a completely forgettable independent film in which yet another group of teenagers visit a supposedly haunted asylum in order to investigate it. Once there they discover a frightened girl and a mysterious killer with his sights set on them.Everything about this film is cheap and predictable and it doesn't even utilise the popular found footage angle to provide an excuse for the cheapness of the filming style. The script is non-existent, the acting very bad, and the attempts at horror more laughable than frightening. ROOM 33 is just yet another asylum-themed waste of time horror film.",3
498,Better than expected,"Although clearly low-budget and with some poor camera work and a cast of young actors who could do with a few pointers to say the least, this film was surprisingly entertaining with a few good scares despite the limited and rather basic 'special effects', consisting almost exclusively of blood on and around the eyes In a pretty sad attempt to make It appear that the eyes have been removed. Nevertheless, the movie Is lively enough to keep the viewer Interested and although the story and It's events are rather Clichéd It has It's fair share of scares and some Interesting characters - the skating, amazonian-like young lady with her baseball bat and In-your-face attitude Is someone I wouldn't like to upset! The general premise Is that a bunch of guys,late teens to early 20s,find themselves spending the night In an apparently abandoned and empty Psychiatric hospital about 80 miles from the nearest town and soon discover a weirded-out young woman with little to say and who Is obviously mentally disturbed. Murders soon ensue, the deaths seemingly caused by, or at least Including, the removal of the eyes of the victims. Some think the disturbed girl Is somehow Involved In the grisly deaths..... I don't think I'd watch It a second time but,all things considered, this Movie Is worth a watch, particularly for fans of Horror and suspense.",5
499,Room 33,"If you are a horror or suspense buff, this is a film you will surely recognise. A group of teens/teens-plus find themselves stranded miles from anywhere, but conveniently there is a deserted building just over the hill. This one is not a haunted house but a haunted something. There is one human denizen, a girl who is likewise haunted, not to mention terrified. She seems also to have a strange psychic connection with the villain of the piece, a black clad wraith who may not look quite like the Grim Reaper, but certainly acts like him.The only real question is how many of them will he dispatch before the riddle is solved? Actually, if you don't mind a proper resolution, this is not a bad film, certainly it is vastly superior to the common or garden slasher flick.",8
500,not Session Nine,"Room 33 (2009) is Directed by Edward Barbini , who also wrote it with Donnie Dale. Spoiler alert as I will be discussing plot points. First impression, Watchable but unintelligible. The longer it goes on the less sense it makes. The obvious set up, A group of mixed young people stranded overnight at a haunted, long abandoned Asylum. There they are terrorized by a stalking killer, and an abandoned young girl who haunts the vacant building. What makes this a bit different, and gives it it's twist? Unlike most teen victim films, here the girls in the group are tough as nails, roller derby brawlers. They are accompanied by their roadies and tech crew. Allie and Chad, played by Austin Highsmith and Chad Collins, are two unfortunates, stranded in the middle of nowhere, are happy to be picked up by the roller blade team, Sarah the leader of the pack is played by Nina Hausser. A nasty tempered loner. The group is well played and the dynamics are interesting. for a while. Then the plot gets in the way. Here there is not much of a plot , Rather the movie resorts to the standard set of clichés to take us to the inconclusive conclusion. The dark form running before the camera, accompanied by mysterious sound effect, has long since ceased being an effective jump scare. In this movie ""I'll find them"" is an overused phrase. Anytime there are group separations, and there are many, ""You stay here, I'll find them"" is put into play. Then there is the mysterious figure that disappears before the surveillance cameras. The Creepy girl who talks in voices, ""You are all going to die"" And so on. Production values are good, effects are minimal, It is the roundabout ending that is problematic. Here it is the writers who fumbled with the hit and miss plot points. In the end it did not really matter, just ride it through like a Roller blade session. Seven out of Ten, ""Mindless pleasure"" Stars",7
501,Worth watching,"Seemingly non-existent budget, lowest level movie. But. It looks professionally made, believable acting, not a bad script, usual plot though. I agree with another rater saying that it should be a 5.5.",6
502,Not bad....,"I did enjoy it to some degree. Started off with promise and somewhat interesting premise and characters but started going south there. The big reveal was a bit disappointing and there were too many gaping plot holes. For example, I initially enjoyed Nelson's character the most because he was entertaining and I thought his skittishness would keep him safe, but in one very uncharactistic act of bravado he confronts the demon ghost dad and gets killed. That was lazy plot work and a let down. We never get an explanation about why the boyfriend near the end was shot dead by the hillbilly guy. Or why Roxy's uncle was lurking around the asylum ruins alone in the middle of the night searching for her. And why did demon ghost want to kill his own brother (or if it was Roxy controlling him, why did she want her uncle killed)? And if Roxy was psychocitc and murdered her dad in the first place, why was her dad going around and murdering other people on her behalf, or was he just a projection from her mind as she herself said, and it was actually her murdering people? Certain things just did not make any sense. A few tweaks in the plot and story line could have produced a really good flick.",6
503,This is terrible.,"I'm a big fan of low-budget horror, but this is unwatchable. Every minute of it is stupid and tedious. Made by people who have watched many horror films but never understood the hows and whys of them. Clichés taken out of context... which actually is interesting from a sociolinguistic standpoint. Unfortunately I don't think experimental deconstruction was the intended point of the film.""When I was out there looking for Natasha, I saw something."" ""What did you see?"" ""I saw a guy in the road."" ""Well, why didn't you say something earlier?"" ""I JUST DIDN'T, ALRIGHT?!?""Etc.Etc.",1
504,Room 33,"Roller derby girls, their camera man and manager, along with a young couple they pick up, must spend the night at an abandoned mental institution when the group get lost on the way to a competition. Something evil lurks within(and on the outside)not to mention the gang come across a damaged, injured girl seemingly possessed and warning of a dangerous threat to them. Chad and Allie's car breaks down, lucky to find Stuart(the camera guy and techie)driving the van of roller derby girls.Chad admits to derby girl Barbie that Allie recently had a breakdown. Barbie has an obvious interest in Chad and doesn't exactly hide it, but he clearly feels awkward when she makes passes or uses insinuating statements. Sarah is the derby girl with a rotten attitude who spends most of her screen time cursing folks and tossing insults, mainly towards Allie. To Sarah, Allie's a ""know-it-all"" college girl with all the answers, clearly the type she harbors a dislike for. Anyone who even attempts to be reasonable with Sarah gets chewed out..Sarah considers herself quite a tough chick, with a mouth that reiterates this aggressive personality.Nelson is the token black guy of the group, and, as usual for a horror flick such as this, spends most of his time afraid, shivering and quivering in fear. Stuart is your typical pervert with a camera, and voyeuristic impulses towards the girls..he doesn't exactly shield the fact that his camera ""catches all the sweet spots"". Anyway, the killer of the film likes to gouge out the eyes of ""his"" victims, which we see in one case where the group find a camp with a slaughtered family..Roxie, the traumatized girl found by the group in the institution, has bloody hands which could implicate her as the human tool, a ""host organism"" so to speak, used by the evil spirit of a killer. There are a lot of horror movies, slashers and the like, which have long stretches where characters walk through large buildings, with many rooms, flashlight and a weapon of some sort in hands, seeking(or looking to protect themselves against)whatever can potentially harm them. ROOM 33 is no different in that it has plenty of investigation with the characters moving through corridors, down halls, in the basement, etc. Sarah, in roller derby gear, skates down floors pounding lockers with a baseball bat, skulking and angry(she has issues, no doubt, always at odds with Allie). You know that this institution has a disturbing history which produced the sinister specter appearing, disappearing, and reappearing at will anywhere he wants, and Allie, a pre-med student, will learn a little about the place and him. Roxie knows what she must do to possibly halt the madness and Allie will do whatever is in her power to save the girl. And, inevitably, poor Allie might just be the specter's next chosen vessel to inhabit.",4
505,A good try is lost among silly script ideas,"Some Roller Derby girls on their way to a match with their managers come across a broken down car and its occupants Allie (Highsmith) and Chad (Collins). When the van won't start the girls and the rag tag team of people discovers the only thing close by is an abandoned hospital that once was an insane asylum. They search the place and come across what seems to be a remaining patient named Roxy (Olivia Leigh) who seems crazy. When one of the members of the group turns up dead, Sarah (Hauser) thinks it is Roxy, but Allie doesn't and sticks up for her. The group is being stalked by a mysterious man in black with supernatural powers. This one is really all over the place when it didn't really have to be. Obviously low budget, the movie is full of weird characters and silly circumstances. Did they really need to be Roller Derby chicks? And did we really need to see no less than three of them try to escape the asylum on roller skates? This silly stuff is mixed in with a pretty straight forward approach by the film makers to at least try to make it scary. Some of the acting is really quite good but it is unfocused because of the weird wrappings of things like chicks wearing skates talking tough. This one tries hard but can't seem to get out of its own way and bring some real scares.",3
506,Genuinely not a good movie,"I can't honestly say that I like this movie, but there is something undeniably fascinating about it. This film features more roller skating than one would reasonably expect, unlikeable characters, poor writing (both in terms of advancing the plot and in sounding like how a person, any person, would ever speak), and sparks a general malaise in the audience bordering on schadenfreude at witnessing the truly dreadful denim pant options of the early-mid 2000s.So, I really can't say that I like it. I can say that in the past decade I have watched it at least four times and was at one point so obsessed with finding it without remembering the title that I spent four hours googling random descriptions and finally securing a copy on eBay. I take no pleasure in recommending anyone watch this movie, but I do recommend it.",8
507,Nifty little chiller,"A group of road trippers that includes two survivors of an automobile accident and an all-female roller derby team are forced to seek shelter at a dilapidated abandoned mental institution located deep in the woods. The group discover the frightened and enigmatic Roxy (a sturdy and sympathetic performance by Olivia Leigh) living on the premises. Moreover, a mysterious Man in Black (a genuinely creepy portrayal by Taras Los) starts picking folks off left and right. Director Edward Barbini, who also co-wrote the compelling script with Donnie Dale, relates the absorbing story at a steady pace, evokes a strong sense of decay, isolation, and vulnerability from the rundown remote setting, effectively creates and sustains a nicely spooky atmosphere that becomes more increasingly eerie and unsettling as the narrative unfolds, and provides a few cool bits of mild gore (the killer removes his victims' eyes). The sound acting from an attractive and capable cast helps a lot, with especially stand-out work by Nina Hauser as the snippy and angry Sarah, Austin Highsmith as the sweet Allie, Adam Key as resourceful and libidinous hipster Stewart, Kim Manning as the sassy Barbie San Juan, Nicole Dionne as the foxy Natasha, Chad Michael Collins as nice guy Chad, and Ace Gibson as antsy coach Nelson. Terence Pratt's crisp cinematography gives this picture an impressive polished look. Blair Anderson's shivery score hits the spine-tingling spot. The final explanation for what's going on is pretty sad and tragic. Worth a watch.",8
508,Interesting,"Harsh imdb scoreIs worth at least a 5.5
Has got a plot and follows the basic rules of a script that many pretentious author's one loose sometimesIt keeps it simple and it works
Does the job that is to entertain a publicLet's not forget that is at the end
An indipendent low budget movie so
👍",6
509,Boring Movie,"If you're here looking for a review for this movie, you most likely saw it as a $5 movie pack at your local Mart. This movie lacks gore. It also lacks tension and suspense. It really is a boring movie. There are hot chicks to arouse attention. But since there isn't any nudity, viewer will lose interest quick. Many deaths are off-screen. The few on screen deaths feature the killer running toward people sticking jelly into the eyes of his victims. I am serious. It really does look as if the killer is sticking jelly into peoples' eyes.Judging from a lot of the reviews, many people didn't learn what the secret of Room 33 was. I guess they were too bored or spent too much time fast forwarding to figure it out. And even if they did find out, would they care? No. This movie is unable to keep any viewer interested long enough to care.",1
510,Better than expected...,"When getting a movie by way of 4 pack usually holds minimal promise for good flicks. The feature of the bundle was curtains an 80's slasher film, which is good, but that's another review....This has a decent story with borderline good acting and hot bodies in little clothing. It's only downfall is the ghost, not at all scary or intimidating. It's like having your mail man as a villain.... Aside from that the film features roller derby chicks lost, with a dead car, and no cell service. They find themselves in an abandoned asylum, and they aren't alone. The end left some to be desired, but I enjoyed this movie, it's worth a try.",5
511,Interesting movie,Good movie to watch for especially the horror scenes and mystery in the movie the movie is not as bad as it expected the movie has some good direction.,3
512,I couldn't stop laughing,"This was a welcome change of pace, a film that was a bit independent and a bit mainstream, yet all in all, was still hilarious. With an unknown and unproven cast, this film captured a certain sense of zeal within a viewer, certainly making the viewer wish highway patrolmen were this funny and irregular all the time. Funny, even though the comedy was sometimes low brow, this film certainly earned its accolades at the Sundance Film Festival.",8
513,"Biting Satire of Cops, Drugs and Highway Mayhem! Awesome!","The ensemble cast in this film takes the just above average drug humor and turns it into a laugh festival. I rate this movie as funny as Animal House.The Local Highway Troopers are hapless, hopeless, and not anyone you want on YOUR highway, but man are they funny! You truly find yourself loving this crew as they struggle to keep their station open in the face of budget cuts.The characters are so widely diverse yet so believable from the ethnically questionable leader of the crew Arkot Ramathorne (Thorny) whose girlfriend runs a head shop to the adorable and insane Mack whose wild stunts steal the show on a regular basis.",10
514,Forget what that other guy says.,"Super Troopers LOOKS stupid but came through in the clutch with solid laughs from this comedy team.I'm not going to use some lame rating system like the other guy used but I will say this: IT IS BETTER THAN THOSE MOVIES HE MENTIONED.Super Troopers combines solid physical comedy with surprisingly solid comedy writing. Its by no means a classic, but it is very worth sitting around with some friends, smacking a few beers and checking out this flick.I was surprised by the hilarity of this movie, hopefully you will too.",8
515,Realistic Comedy Classic,"This movie was hysterical! The way they joked around with each other was so true to life! It wasn't unrealistic at all! Anybody who sees this will have to agree that there is at least one character in the film that reminds them of one of their buddies! I know it sure reminded me of the guys that hang around me! We just saw the movie this evening on IFC in widescreen, without commercials, and unedited. I am very happy I waited to see it this way instead of a TNT, TBS, USA, or FOX broadcast version. I am definitely getting this movie on DVD as soon as possible! The outtakes and behind the scenes features are probably fantastic!",10
516,One of the best comedies ever.,"Not many movies keep on getting better and better as you watch them for the 5th, 6th or 7th time, especially comedies. The first time I saw this movie in the Cinema it didn't blow me away, and most people I know who have seen this movie only once do not rate it very highly. After seeing it a few times I rate this movie as high as Fletch and other classic comedies, probably higher.There is so many worthwhile jokes that I think it must have taken quite a while to write - if you don't have a similar sense of humour you would probably think they had written it all in one night which clearly wasn't the case. There is not a lot to complain about with respect to the acting either - their style suits the movie perfectly.Remember that it is a comedy first and foremost - if you are looking for an clever story you have the wrong genre. Criticism of the movie being a series of sketches or jokes is really irrelevant - one look at the cover or preview tells you exactly what kind of movie it is. Regardless, there is nothing wrong with the plot and if you appreciate/comprehend the jokes the movie flows just fine.If you are going to watch it, watch it 2 or 3 times.",10
517,"""But our shenanigans are cheeky and fun! ""","I have a list of movies that, when airing on TV, I tend to get sucked into. ""Super Troopers"" is absolutely one of those. This thing's hysterical. It's sophomoric to the core, but it'd be a disservice to chalk it up to your run-of-the-mill immaturity. On paper, pretty much all of these jokes should fall flat; but this group of players is extremely well-suited to the material - which is really just a long series of memorable one-liners. And then they throw in Brian Cox and Danial von Bargen, and there's no weak link in this cast. But it's really the stupid things these guys resort to when they're bored. Sometimes I think we should all incorporate cat games into our everyday.I love this movie.8/10",8
518,Something Different,"You would think that a film about a group of state troopers trying to save their station from closing due to budget cuts would be old hat and cliched, and you probably would be right a small part of the time. In the case of this movie I think you'd be advised to put your expectations of a cliche filled film away and prepare yourself for a very funny, very off beat film that looks at things in a different way.The joy in this film is that everyone is very real and they handle things in ways that are for the most part not very movie like. The film was made by the Broken Lizard comedy troop and on screen they act and behave like they have been together for years and it shows. Their ways of handling situations are not restricted by movie-doms rules so while a good deal of what happens maybe sophomoric, its not stuff you've seen a thousand times, the opening way of handling drugged out speeders for example. Things don't always work perfectly, the pacing is off in places and some of the jokes fall flat, but if you want a good comedy thats not like a thousand others you've seen watch this flick.",8
519,A rave review for a great comedy,"Super Troopers?  Never heard of it. Then I saw it.  Then I hit play again and watched it twice in a row. Sitting in an Airbase in Turkey, I knew I had found what would be our number one ""cruise flick.""  The movie that all the officers of Fighting VAQ-134, could watch together, then spend the next few weeks quoting.   One guy even got a callsign, ""Farva.""  Perfect.  There is a lot of great material to chew on all through the movie.  The rivalry, pranks, and rookie bashing are things we cherish.  And we can all relate to having that one guy around who drives you crazy.  Many of my peers have already purchased the movie. And we have incorporated many of the quotes into our cinematically based lingo.My recommendation is to grab a bunch of friends, maybe some cold beverages, and have a good time.  You just may want to become a Highway Patrolman.",10
520,Littering and...,"The first time I saw this I swear I laughed so hard it hurt. Maybe it was just the perfect moment in time cause when I saw it the second time it was still good but not as good as the first. The third time I just liked it a lot and I still do. It reminds me of some 1970s-1980's comedies, most notably ""Used Cars"" and some of Bill Murray movies from that era. It has that same casual, we're-insignificant-and-enjoying-it, anti-establishment attitude that seems missing from contemporary comedies. Mix that tone w/drug use, rock music and sex and you get fun that blissfully feels twenty years old. Kudos to all involved, I raise the syrup and chug to thee. 8/10.",8
521,"Makes little sense, but very funny at times","'Super Troopers' has taken the 'Police Academy'-films and changed it into something funny. One of the differences is that the State Troopers in this movie want to be funny, things are not simply happening to them. The Troopers are Thorny (Jay Chandrasekhar), Mac (Steve Lemme), Foster (Paul Soter), a rookie named Rabbit (Erik Stolhanske) and the weird outsider Farva (Kevin Heffernan), all under the leadership of Capt. John O'Hagan (Brian Cox). The movie is set in Spurbury, Vermont where so little is happening they play games to have some fun. Their victims are the people they turn over. They also have a constant battle with the local police.There is a story, although it is more like a framework for gags. The Spurbury State Trooper department is about to be closed due financial problems. A dead body is found and it seems that there is a connection with some drugs, found in a truck. A great bust could help the Troopers. Of course the local police wants the same bust causing more problems between the two departments. A sub-plot involves Foster and a girl from the local police, Ursula (Marisa Coughlan), who are dating although that is against the rules. Of course Ursula might come in handy when it comes to who will solve the crime first, the Troopers or the local police.But like I said, the story does not really matter here. It is divided in funny segments, one a little funnier than the other, but all quite entertaining. Especially the verbal jokes dealing with some drivers they have pulled over will give you some great laughs. It is especially funny because at first we think the Troopers are just very dumb and talk in clichés. But then we learn that before they walk up to a car they decide which joke they will try, simply for their own amusement. Of course the movie goes over the top at some points, especially with the Farva-character, but it is not distracting because almost every comedy these days has a character like his.This may not be a great movie, but is an entertaining from start to finish. It made me want to see the other films from these comedians, their group is called ""Broken Lizard"", including 2004's 'Club Dread'. Since it is hard to top this movie at least in this particular genre, I am not sure whether I should, but that says enough about 'Super Troopers' itself.",7
522,"Strangely overhyped, and not funny.","I'll admit, word of mouth got me to watch this one.  And usually that's good, but this time it didn't work.  I only laughed once and smiled throughout.  Certainly isn't that funny.   The last good funny movie I watched was Rat.  Golfballs is better than this movie.  I didn't fully understand why it's got an R rating either.  So I would suppose that 1.  you have to be in the mood to watch below the belt humor, or 2. watch so few comedy's that this is actually good.I don't know if it would be better to watch the second time round, so I'll leave that as a question.3/10Quality: 0/10 Entertainment: 5/10 Replayable:  ?/10",3
523,One of the funniest movies I've ever seen,"A great film, with a good pace, lot's of great physical humor and good dialog. This film features terrific characters with the leads (the members of Broken Lizard) and supporting cast. It even has wonder woman (well, Linda Carter is in it at least. And she's still a babe.) The film is also visually interesting with good cinematography and excellent editing. There are great performances from all of the characters including the stoners, cops, and troopers.The plot centers around the antics of a bored group of state troopers who play around with the people they pull over, despite the fact they are about to be cut from the state budget. Good plot tension is added by there rivalry with the local cops and there fight over the territory. There are a number of great pranks, in addition to the good repartee between various characters.This is one of my favorite all time movies, and one of the funniest movies I've ever seen. It ranks up there with Rat Race, Caddy Shack, and perhaps even Animal House.",10
524,Meow THIS is what I call funny,"5 bumbling, prank loving Vermont State troopers need to shape up to avoid being out of the job due to the rival police department of the same town as they reside in. This small film is hilarious and single handedly put the Broken Lizard comedy troupe on the map and rightfully so as the film is highly quotable, extremely re-watchable and the comic timing of everyone involved is simply remarkable. Sadly, their next movie ""Club Dread"" wouldn't be nearly as great as this one is. If you ever find that any of your friends that don't laugh at this film then it's really time to get some new friends meow.Eye Candy: Maria Tornberg gets topless (and again in the Deleted scenes section of the DVD extras) My Grade: A DVD Extras: Commentary with director Jay Chandrasekhar and and actor Erik Stolhanske; Second commentary by actors Kevin Heffermen, Steve Lemme and Paul Soter; 6 minute Making Of featurette; 2 minute 'Road trip Newsrap' featurette; 14 outtakes & extended Scenes with optional commentary; Theatrical trailer; and Trailer for ""Kung Pow: Enter he Fist""",8
